,af,mm,rain,sun,tmax,tmin,yyyy
0,6,1,122.1,---,6.3,1.7,1883
1,2,2,69.8,---,8.0,2.8,1883
2,23,3,29.6,---,4.8,-1.6,1883
3,2,4,74.0,---,12.2,3.8,1883
4,0,5,31.2,---,14.7,6.2,1883
5,0,6,66.2,---,17.7,9.3,1883
6,0,7,77.6,---,18.8,10.5,1883
7,0,8,32.5,---,19.8,10.9,1883
8,0,9,137.4,---,16.8,10.0,1883
9,0,10,102.9,---,12.7,6.4,1883
10,1,11,83.6,---,8.6,3.5,1883
11,4,12,48.6,---,7.3,2.4,1883
12,3,1,127.7,---,8.4,3.5,1884
13,3,2,49.4,---,8.0,2.1,1884
14,4,3,50.4,---,9.5,2.5,1884
15,4,4,48.0,---,10.6,3.3,1884
16,0,5,33.1,---,15.7,6.4,1884
17,0,6,39.7,---,18.2,8.7,1884
18,0,7,80.1,---,20.8,11.8,1884
19,0,8,36.8,---,22.6,11.8,1884
20,0,9,34.0,---,18.4,10.5,1884
21,0,10,36.5,---,12.3,6.3,1884
22,4,11,30.9,---,9.0,3.4,1884
23,7,12,81.6,---,6.6,1.7,1884
24,15,1,56.9,---,4.7,0.4,1885
25,5,2,76.4,---,8.5,2.4,1885
26,10,3,41.6,---,7.8,0.8,1885
27,3,4,49.5,---,11.6,3.4,1885
28,0,5,58.1,---,12.9,4.4,1885
29,0,6,76.4,---,18.6,9.2,1885
30,0,7,17.8,---,21.0,11.4,1885
31,0,8,59.5,---,17.1,9.4,1885
32,0,9,85.3,---,16.4,7.8,1885
33,0,10,172.5,---,10.5,4.5,1885
34,4,11,62.2,---,8.0,3.3,1885
35,11,12,31.9,---,7.0,0.9,1885
36,20,1,121.8,---,4.5,-0.7,1886
37,20,2,14.2,---,3.9,-1.0,1886
38,18,3,84.8,---,6.1,0.2,1886
39,2,4,47.5,---,10.9,2.8,1886
40,0,5,181.0,---,13.9,5.7,1886
41,0,6,26.5,---,17.3,8.5,1886
42,0,7,94.2,---,20.8,11.5,1886
43,0,8,49.7,---,20.8,11.7,1886
44,0,9,30.8,---,17.7,9.8,1886
45,0,10,125.1,---,13.8,8.1,1886
46,0,11,37.0,---,9.7,3.8,1886
47,12,12,127.7,---,4.9,-0.5,1886
48,16,1,61.2,---,5.1,-0.6,1887
49,12,2,13.6,---,7.5,0.6,1887
50,16,3,42.5,---,7.1,0.1,1887
51,0,4,26.3,---,11.0,5.1,1887
52,0,5,46.6,---,12.3,5.3,1887
53,0,6,11.2,---,21.0,10.2,1887
54,0,7,25.2,---,23.7,12.6,1887
55,0,8,40.7,---,20.7,10.6,1887
56,0,9,57.2,---,15.3,8.0,1887
57,4,10,58.8,---,10.6,4.4,1887
58,7,11,41.0,---,7.6,2.6,1887
59,15,12,66.8,---,6.2,0.4,1887
60,14,1,22.1,---,6.4,1.0,1888
61,21,2,49.5,---,4.0,0.0,1888
62,19,3,98.1,---,5.3,-0.1,1888
63,8,4,52.6,---,8.9,2.7,1888
64,0,5,16.3,---,15.8,6.1,1888
65,0,6,61.8,---,16.9,8.4,1888
66,0,7,129.3,---,16.2,9.6,1888
67,0,8,61.1,---,18.0,10.2,1888
68,0,9,22.9,---,16.0,8.8,1888
69,3,10,17.4,---,11.8,4.5,1888
70,0,11,160.2,---,9.7,4.9,1888
71,6,12,52.2,---,7.7,2.7,1888
72,9,1,39.0,---,6.1,0.9,1889
73,14,2,50.8,---,6.0,0.6,1889
74,9,3,107.6,---,7.5,1.4,1889
75,0,4,92.0,---,9.9,3.6,1889
76,0,5,97.7,---,16.4,8.4,1889
77,0,6,6.1,---,20.0,10.5,1889
78,0,7,62.8,---,18.7,10.8,1889
79,0,8,69.6,---,18.7,11.3,1889
80,0,9,46.8,---,16.1,9.5,1889
81,0,10,100.1,---,11.2,5.5,1889
82,4,11,18.2,---,9.4,4.4,1889
83,10,12,39.4,---,6.4,1.4,1889
84,3,1,103.7,---,8.6,2.3,1890
85,10,2,21.4,---,5.7,1.1,1890
86,8,3,62.9,---,9.6,3.0,1890
87,2,4,20.8,---,9.9,2.9,1890
88,0,5,79.9,---,16.2,6.8,1890
89,0,6,48.4,---,17.2,10.0,1890
90,0,7,57.4,---,17.7,10.8,1890
91,0,8,78.2,---,18.0,10.8,1890
92,0,9,37.5,---,19.4,11.0,1890
93,1,10,37.1,---,13.5,7.0,1890
94,6,11,122.4,---,9.0,2.8,1890
95,25,12,16.8,---,1.9,-2.3,1890
96,18,1,59.5,---,4.4,-0.8,1891
97,9,2,1.8,---,8.8,1.4,1891
98,10,3,53.6,---,7.0,1.1,1891
99,3,4,53.0,---,8.5,1.9,1891
100,1,5,86.8,---,13.1,5.3,1891
101,0,6,89.2,---,18.0,9.7,1891
102,0,7,57.6,---,18.9,11.0,1891
103,0,8,83.5,---,17.5,10.9,1891
104,0,9,58.5,---,18.3,10.4,1891
105,0,10,102.6,---,12.8,6.1,1891
106,6,11,71.3,---,8.1,3.1,1891
107,9,12,161.4,---,7.1,1.0,1891
108,15,1,63.1,---,4.3,0.1,1892
109,12,2,89.8,---,5.4,0.4,1892
110,20,3,33.7,---,5.7,-0.7,1892
111,7,4,24.0,---,12.0,2.4,1892
112,0,5,102.4,---,15.2,6.8,1892
113,0,6,104.0,---,17.1,8.8,1892
114,0,7,80.2,---,16.8,9.8,1892
115,0,8,69.1,---,19.1,11.1,1892
116,0,9,88.6,---,15.8,8.7,1892
117,2,10,143.7,---,10.3,4.1,1892
118,4,11,44.2,---,9.0,3.9,1892
119,16,12,22.8,---,4.8,-0.3,1892
120,14,1,47.2,---,4.6,0.4,1893
121,7,2,112.0,---,7.0,1.6,1893
122,5,3,19.8,---,12.6,3.4,1893
123,0,4,19.5,---,15.1,3.8,1893
124,0,5,73.7,---,16.9,7.4,1893
125,0,6,34.0,---,19.3,10.0,1893
126,0,7,77.3,---,19.9,11.5,1893
127,0,8,40.7,---,21.9,12.7,1893
128,0,9,31.2,---,16.7,8.8,1893
129,1,10,45.9,---,13.8,6.5,1893
130,7,11,49.1,---,8.1,2.0,1893
131,7,12,104.5,---,7.8,1.8,1893
132,11,1,77.1,---,5.6,0.6,1894
133,9,2,132.1,---,8.4,1.5,1894
134,5,3,48.4,---,10.9,1.8,1894
135,0,4,70.0,---,13.1,5.1,1894
136,1,5,49.1,---,12.2,4.8,1894
137,0,6,60.6,---,17.4,9.4,1894
138,0,7,83.0,---,20.3,11.2,1894
139,0,8,54.5,---,17.3,10.6,1894
140,0,9,26.1,---,14.4,8.5,1894
141,2,10,128.2,---,11.7,6.0,1894
142,0,11,37.6,---,10.5,5.7,1894
143,5,12,64.8,---,7.8,2.8,1894
144,23,1,115.5,---,2.0,-2.5,1895
145,24,2,5.8,---,1.6,-4.2,1895
146,7,3,56.6,---,8.6,2.1,1895
147,5,4,49.6,---,12.2,4.2,1895
148,0,5,28.8,---,16.9,7.0,1895
149,0,6,57.1,---,19.2,9.6,1895
150,0,7,112.4,---,19.0,11.4,1895
151,0,8,55.5,---,20.0,12.0,1895
152,0,9,19.9,---,21.0,10.7,1895
153,6,10,87.3,---,10.8,3.9,1895
154,1,11,114.5,---,10.0,4.7,1895
155,10,12,95.1,---,5.8,1.5,1895
156,5,1,29.7,---,7.4,3.0,1896
157,8,2,28.8,---,7.5,2.0,1896
158,1,3,89.5,---,9.8,3.1,1896
159,0,4,46.0,---,12.6,5.3,1896
160,0,5,10.4,---,16.4,6.6,1896
161,0,6,79.1,---,20.4,11.2,1896
162,0,7,23.6,---,20.6,11.7,1896
163,0,8,43.6,---,17.3,10.6,1896
164,0,9,126.8,---,15.8,9.6,1896
165,0,10,76.9,---,9.8,4.0,1896
166,4,11,28.8,---,7.4,2.5,1896
167,9,12,98.6,---,6.2,1.9,1896
168,17,1,65.8,---,3.2,-0.8,1897
169,9,2,96.5,---,7.5,3.1,1897
170,2,3,92.7,---,9.5,3.3,1897
171,5,4,51.4,---,10.0,2.9,1897
172,0,5,26.3,---,14.3,5.1,1897
173,0,6,90.9,---,19.1,10.2,1897
174,0,7,14.0,---,20.3,11.3,1897
175,0,8,55.7,---,20.7,11.5,1897
176,0,9,60.1,---,15.6,8.5,1897
177,0,10,26.1,---,13.0,6.5,1897
178,0,11,82.5,---,9.9,5.2,1897
179,4,12,81.8,---,7.9,2.3,1897
180,1,1,28.4,---,9.3,4.5,1898
181,8,2,58.5,---,7.5,1.8,1898
182,10,3,40.8,---,7.4,1.0,1898
183,1,4,82.9,---,11.9,4.2,1898
184,0,5,66.9,---,13.0,5.9,1898
185,0,6,32.3,---,17.6,9.2,1898
186,0,7,41.7,---,19.4,10.9,1898
187,0,8,86.2,---,20.5,11.9,1898
188,0,9,13.8,---,19.7,10.9,1898
189,0,10,84.0,---,14.2,8.6,1898
190,2,11,71.9,---,9.6,4.8,1898
191,3,12,81.7,---,9.6,4.5,1898
192,7,1,112.3,---,7.3,2.2,1899
193,11,2,51.2,---,8.1,1.8,1899
194,11,3,31.9,---,9.3,1.6,1899
195,1,4,60.1,---,11.0,4.4,1899
196,0,5,63.7,---,13.4,5.1,1899
197,0,6,63.8,---,20.1,10.2,1899
198,0,7,51.4,---,21.2,13.0,1899
199,0,8,23.0,---,22.0,12.4,1899
200,0,9,97.7,---,16.6,9.6,1899
201,1,10,73.3,---,13.5,5.9,1899
202,2,11,50.7,---,11.2,6.2,1899
203,15,12,73.0,---,4.5,-0.1,1899
204,1,1,101.0,---,6.2,2.1,1900
205,14,2,113.0,---,5.0,-0.2,1900
206,10,3,20.4,---,6.0,0.7,1900
207,4,4,36.0,---,12.7,3.9,1900
208,0,5,43.7,---,13.6,6.0,1900
209,0,6,78.2,---,18.9,10.5,1900
210,0,7,71.5,---,22.5,13.3,1900
211,0,8,109.5,---,18.7,11.3,1900
212,0,9,12.9,---,17.7,9.6,1900
213,0,10,66.6,---,13.0,6.5,1900
214,0,11,67.7,---,9.1,5.1,1900
215,0,12,116.7,---,9.4,4.8,1900
216,12,1,64.6,---,5.5,0.7,1901
217,14,2,29.2,---,4.7,0.4,1901
218,11,3,60.4,---,7.0,1.0,1901
219,1,4,43.8,---,13.1,3.9,1901
220,0,5,23.9,---,15.9,6.3,1901
221,0,6,27.5,---,18.3,9.2,1901
222,0,7,82.1,---,22.6,13.5,1901
223,0,8,30.7,---,20.6,11.9,1901
224,0,9,22.0,---,17.3,10.0,1901
225,1,10,50.2,---,12.7,5.9,1901
226,10,11,112.0,---,8.2,2.9,1901
227,11,12,164.2,---,5.5,1.2,1901
228,11,1,37.6,---,7.3,2.5,1902
229,17,2,44.5,---,3.7,-0.8,1902
230,1,3,38.4,---,10.5,3.6,1902
231,1,4,74.4,---,11.2,3.1,1902
232,0,5,75.0,---,11.9,5.1,1902
233,0,6,43.4,---,17.8,9.3,1902
234,0,7,51.4,---,18.4,10.4,1902
235,0,8,120.4,---,17.2,9.9,1902
236,0,9,50.9,---,16.5,9.2,1902
237,0,10,81.4,---,12.1,6.9,1902
238,2,11,63.6,---,9.1,4.6,1902
239,8,12,68.2,---,7.0,2.7,1902
240,8,1,90.3,---,6.3,1.8,1903
241,1,2,66.4,---,9.6,4.1,1903
242,0,3,97.2,---,10.4,3.4,1903
243,7,4,48.4,---,10.0,2.7,1903
244,0,5,97.4,---,14.0,6.5,1903
245,0,6,30.1,---,17.0,8.7,1903
246,0,7,58.9,---,19.2,11.5,1903
247,0,8,107.8,---,17.6,10.7,1903
248,0,9,100.5,---,16.6,9.1,1903
249,0,10,182.6,---,12.8,7.3,1903
250,2,11,42.8,---,9.3,4.1,1903
251,8,12,44.7,---,5.2,1.2,1903
252,7,1,80.6,---,6.6,1.7,1904
253,7,2,131.7,---,4.9,0.8,1904
254,7,3,52.1,---,7.3,1.3,1904
255,0,4,60.4,---,12.1,5.2,1904
256,0,5,63.1,---,14.5,6.8,1904
257,0,6,17.3,---,17.3,9.1,1904
258,0,7,50.5,---,21.3,12.3,1904
259,0,8,96.1,---,19.2,11.1,1904
260,0,9,28.1,---,16.9,8.7,1904
261,0,10,17.3,---,13.4,6.8,1904
262,6,11,57.2,---,8.7,3.7,1904
263,11,12,46.8,---,6.5,1.6,1904
264,13,1,35.9,---,6.5,1.6,1905
265,4,2,32.4,---,7.5,2.5,1905
266,0,3,72.0,---,10.4,3.5,1905
267,3,4,59.5,---,10.1,3.8,1905
268,0,5,10.5,---,14.9,6.5,1905
269,0,6,77.5,---,19.0,10.0,1905
270,0,7,40.6,---,21.8,13.3,1905
271,0,8,103.0,---,18.5,11.0,1905
272,0,9,28.9,---,15.7,9.3,1905
273,0,10,44.7,---,10.4,4.5,1905
274,3,11,99.1,---,7.5,2.9,1905
275,3,12,14.9,---,7.5,3.0,1905
276,4,1,97.8,---,7.2,2.9,1906
277,14,2,76.4,---,5.6,0.4,1906
278,13,3,59.5,---,8.6,1.5,1906
279,4,4,16.0,---,12.0,2.2,1906
280,0,5,48.9,---,13.9,6.9,1906
281,0,6,44.9,---,18.6,9.9,1906
282,0,7,36.9,---,20.4,11.6,1906
283,0,8,44.1,---,21.3,12.8,1906
284,0,9,17.9,---,18.7,10.0,1906
285,0,10,141.4,---,13.8,7.8,1906
286,1,11,86.4,---,10.2,5.0,1906
287,12,12,77.4,---,5.9,0.8,1906
288,10,1,35.2,---,6.4,1.3,1907
289,13,2,57.6,---,6.0,0.4,1907
290,5,3,65.5,---,11.1,2.8,1907
291,2,4,56.7,---,11.0,3.8,1907
292,0,5,97.3,---,13.7,6.5,1907
293,0,6,92.2,---,15.9,9.0,1907
294,0,7,53.2,---,17.1,10.0,1907
295,0,8,55.9,---,18.2,10.6,1907
296,0,9,11.6,---,18.3,9.3,1907
297,0,10,136.8,---,13.0,6.7,1907
298,3,11,84.4,---,9.5,4.5,1907
299,7,12,57.0,---,6.6,2.2,1907
300,16,1,46.3,---,5.8,0.5,1908
301,3,2,58.7,---,7.9,2.8,1908
302,13,3,80.2,---,6.9,1.0,1908
303,5,4,60.2,---,9.0,2.3,1908
304,0,5,59.4,---,16.8,8.3,1908
305,0,6,39.6,---,18.2,9.4,1908
306,0,7,64.8,---,19.5,11.6,1908
307,0,8,78.4,---,18.1,10.6,1908
308,0,9,39.4,---,16.7,9.4,1908
309,0,10,28.9,---,15.3,9.0,1908
310,3,11,38.1,---,10.2,4.6,1908
311,7,12,51.6,---,6.1,1.5,1908
312,9,1,51.8,---,6.2,1.2,1909
313,17,2,16.7,---,5.9,0.5,1909
314,16,3,108.0,---,6.4,0.7,1909
315,2,4,43.2,---,13.9,4.1,1909
316,0,5,50.4,---,15.6,5.8,1909
317,0,6,79.4,---,15.1,8.2,1909
318,0,7,84.4,---,18.1,11.2,1909
319,0,8,55.1,---,20.3,11.5,1909
320,0,9,57.3,---,14.7,9.0,1909
321,1,10,72.6,---,13.7,6.9,1909
322,4,11,17.7,---,8.1,3.2,1909
323,8,12,167.5,---,6.1,1.6,1909
324,11,1,75.0,---,6.0,1.0,1910
325,3,2,89.5,---,7.5,2.1,1910
326,2,3,22.7,---,10.0,2.9,1910
327,2,4,61.4,---,10.8,3.2,1910
328,0,5,60.8,---,14.8,6.9,1910
329,0,6,66.1,---,18.8,10.4,1910
330,0,7,45.9,---,17.7,10.3,1910
331,0,8,87.9,---,18.7,11.6,1910
332,0,9,7.6,---,15.6,9.5,1910
333,0,10,58.8,---,13.3,8.2,1910
334,8,11,102.2,---,5.9,0.9,1910
335,2,12,109.5,---,8.2,4.0,1910
336,7,1,31.8,---,6.2,1.7,1911
337,2,2,74.3,---,7.6,2.5,1911
338,1,3,30.9,---,7.0,2.2,1911
339,4,4,35.3,---,10.7,4.1,1911
340,0,5,25.1,---,17.3,8.5,1911
341,0,6,53.5,---,18.8,9.6,1911
342,0,7,3.8,---,23.4,12.4,1911
343,0,8,43.8,---,23.0,13.4,1911
344,0,9,54.1,---,18.6,9.4,1911
345,1,10,55.7,---,11.8,6.5,1911
346,1,11,101.3,---,8.5,3.7,1911
347,0,12,137.2,---,8.1,3.8,1911
348,9,1,128.3,---,5.4,1.2,1912
349,6,2,40.7,---,7.3,2.5,1912
350,1,3,87.4,---,9.7,4.2,1912
351,1,4,12.9,---,12.9,4.3,1912
352,0,5,93.0,---,15.3,7.8,1912
353,0,6,98.5,---,17.5,10.0,1912
354,0,7,131.0,---,18.8,11.9,1912
355,0,8,144.5,---,16.0,9.6,1912
356,0,9,30.0,---,14.3,8.0,1912
357,0,10,72.3,---,12.5,5.2,1912
358,3,11,58.0,---,8.8,4.5,1912
359,1,12,100.5,---,9.3,4.1,1912
360,9,1,95.5,---,6.0,1.5,1913
361,4,2,30.4,---,8.3,2.2,1913
362,1,3,110.8,---,8.8,2.6,1913
363,2,4,77.7,---,11.3,4.0,1913
364,0,5,55.3,---,15.5,7.3,1913
365,0,6,20.8,---,18.2,9.8,1913
366,0,7,39.7,---,17.7,10.8,1913
367,0,8,31.2,---,19.1,11.1,1913
368,0,9,76.1,---,17.4,10.5,1913
369,0,10,105.2,---,13.6,8.2,1913
370,1,11,82.0,---,11.1,5.7,1913
371,5,12,49.3,---,7.3,3.4,1913
372,10,1,41.0,---,6.1,2.0,1914
373,0,2,50.2,---,9.5,4.2,1914
374,1,3,66.3,---,9.1,3.1,1914
375,0,4,33.7,---,14.8,5.2,1914
376,1,5,37.6,---,14.6,6.6,1914
377,0,6,55.5,---,19.1,10.0,1914
378,0,7,63.5,---,20.2,12.3,1914
379,0,8,32.5,---,20.7,12.0,1914
380,0,9,40.7,---,17.6,9.1,1914
381,0,10,57.5,---,13.1,7.9,1914
382,0,11,101.4,---,9.2,4.4,1914
383,2,12,154.6,---,6.6,2.4,1914
384,1,1,90.9,---,6.2,2.1,1915
385,8,2,106.4,---,6.6,1.3,1915
386,10,3,27.0,---,8.7,2.0,1915
387,0,4,31.2,---,11.5,4.0,1915
388,0,5,37.7,---,15.0,5.8,1915
389,0,6,39.6,---,19.0,9.5,1915
390,0,7,108.2,---,18.3,11.2,1915
391,0,8,56.5,---,19.3,11.6,1915
392,0,9,16.7,---,17.5,9.5,1915
393,0,10,41.4,---,11.8,6.5,1915
394,6,11,81.4,---,6.1,1.5,1915
395,1,12,198.0,---,7.2,2.8,1915
396,0,1,44.5,---,10.4,5.0,1916
397,5,2,136.3,---,5.9,1.0,1916
398,14,3,126.3,---,5.0,0.4,1916
399,0,4,35.4,---,12.4,4.4,1916
400,0,5,67.3,---,15.5,7.4,1916
401,0,6,56.0,---,15.1,8.0,1916
402,0,7,30.6,---,18.9,11.6,1916
403,0,8,37.0,---,20.8,12.6,1916
404,0,9,38.2,---,16.2,9.4,1916
405,0,10,90.7,---,13.6,7.5,1916
406,1,11,100.1,---,9.5,4.5,1916
407,9,12,78.3,---,4.9,0.5,1916
408,16,1,54.2,---,3.1,0.3,1917
409,15,2,16.2,---,4.0,-0.8,1917
410,15,3,64.0,---,5.9,-0.1,1917
411,11,4,45.9,---,8.7,1.4,1917
412,1,5,43.0,---,17.2,7.7,1917
413,0,6,65.1,---,19.4,10.3,1917
414,0,7,26.2,---,20.4,11.7,1917
415,0,8,128.6,---,19.0,12.2,1917
416,0,9,21.6,---,18.1,10.8,1917
417,0,10,101.9,---,11.2,4.4,1917
418,1,11,54.6,---,10.9,6.2,1917
419,10,12,38.3,---,5.2,0.7,1917
420,10,1,66.8,---,6.4,1.3,1918
421,4,2,73.1,---,8.9,3.7,1918
422,6,3,36.7,---,9.1,2.4,1918
423,1,4,34.8,---,10.0,3.4,1918
424,0,5,69.0,---,17.9,8.3,1918
425,0,6,14.8,---,17.3,9.0,1918
426,---,7,103.7,---,---,---,1918
427,---,8,44.7,---,---,---,1918
428,---,9,178.5,---,---,---,1918
429,---,10,50.2,---,---,---,1918
430,---,11,39.6,---,---,---,1918
431,---,12,116.4,---,---,---,1918
432,---,1,112.3,---,---,---,1919
433,---,2,56.6,---,---,---,1919
434,---,3,114.8,---,---,---,1919
435,---,4,43.6,---,---,---,1919
436,---,5,41.1,---,---,---,1919
437,---,6,13.2,---,---,---,1919
438,---,7,116.4,---,---,---,1919
439,---,8,76.4,---,---,---,1919
440,---,9,63.1,---,---,---,1919
441,---,10,78.1,---,---,---,1919
442,---,11,57.5,---,---,---,1919
443,---,12,136.6,---,---,---,1919
444,4,1,104.9,---,7.9,2.2,1920
445,1,2,81.0,---,8.8,3.0,1920
446,3,3,56.8,---,10.7,3.7,1920
447,0,4,122.6,---,10.4,4.8,1920
448,0,5,79.1,---,15.7,7.5,1920
449,0,6,88.1,---,18.4,9.6,1920
450,0,7,110.8,---,17.5,10.8,1920
451,0,8,22.6,---,17.1,10.3,1920
452,0,9,28.6,---,16.6,9.4,1920
453,0,10,50.5,---,13.4,7.5,1920
454,1,11,29.2,---,9.5,4.9,1920
455,5,12,82.7,---,6.6,2.5,1920
456,2,1,85.3,---,9.5,4.5,1921
457,2,2,8.6,---,7.1,2.7,1921
458,1,3,48.6,---,10.6,4.1,1921
459,2,4,23.4,---,12.4,4.2,1921
460,0,5,31.8,---,16.1,6.7,1921
461,0,6,8.4,---,19.3,9.6,1921
462,0,7,11.5,---,23.8,12.7,1921
463,0,8,121.5,---,19.2,11.7,1921
464,0,9,28.4,---,18.5,10.3,1921
465,0,10,56.3,---,16.7,9.6,1921
466,6,11,48.8,---,7.2,2.4,1921
467,2,12,105.7,---,9.2,4.1,1921
468,9,1,111.5,---,5.3,0.9,1922
469,11,2,81.1,---,6.8,0.9,1922
470,4,3,50.9,---,6.7,1.6,1922
471,3,4,96.6,---,8.9,1.7,1922
472,0,5,20.7,---,17.9,8.3,1922
473,0,6,32.1,---,18.2,9.1,1922
474,0,7,83.3,---,17.2,9.9,1922
475,0,8,197.7,---,16.8,10.2,1922
476,0,9,72.6,---,15.3,8.9,1922
477,0,10,26.0,---,11.4,5.5,1922
478,1,11,37.3,---,9.1,3.7,1922
479,1,12,94.4,---,7.8,3.5,1922
480,0,1,36.2,---,8.5,4.1,1923
481,4,2,153.0,---,7.0,2.3,1923
482,1,3,46.8,---,9.5,3.3,1923
483,0,4,59.2,---,10.5,3.8,1923
484,0,5,80.8,---,12.5,5.4,1923
485,0,6,19.6,---,15.3,8.9,1923
486,---,7,119.6,---,---,---,1923
487,---,8,73.3,---,---,---,1923
488,---,9,59.1,---,---,---,1923
489,---,10,51.8,---,---,---,1923
490,---,11,115.4,---,---,---,1923
491,---,12,69.1,---,---,---,1923
492,8,1,54.2,---,6.6,2.3,1924
493,11,2,31.3,---,5.6,1.2,1924
494,18,3,21.8,---,7.5,-0.3,1924
495,3,4,49.1,---,10.8,2.9,1924
496,0,5,93.8,---,15.2,7.6,1924
497,0,6,40.4,---,17.9,10.1,1924
498,0,7,65.6,---,19.2,11.5,1924
499,0,8,63.2,---,17.5,10.7,1924
500,0,9,89.3,---,16.2,10.3,1924
501,0,10,102.3,---,12.9,7.2,1924
502,0,11,55.6,---,9.4,5.1,1924
503,0,12,73.5,---,9.0,5.1,1924
504,1,1,84.8,---,7.5,2.7,1925
505,3,2,98.2,---,7.6,1.9,1925
506,7,3,24.3,---,7.6,2.4,1925
507,1,4,75.0,---,11.1,3.6,1925
508,0,5,94.6,---,15.8,7.7,1925
509,0,6,2.2,---,19.3,10.2,1925
510,0,7,23.2,---,21.8,12.6,1925
511,0,8,79.4,---,19.5,12.1,1925
512,0,9,60.8,---,14.9,8.2,1925
513,0,10,91.2,---,13.7,7.2,1925
514,12,11,62.0,---,6.5,1.6,1925
515,14,12,78.2,---,5.3,0.8,1925
516,9,1,83.8,---,6.8,2.2,1926
517,4,2,55.6,---,9.0,4.0,1926
518,3,3,35.2,---,9.1,3.2,1926
519,0,4,45.1,---,13.2,5.7,1926
520,0,5,74.1,---,13.5,6.0,1926
521,0,6,77.5,---,17.6,9.6,1926
522,0,7,62.1,---,20.9,13.0,1926
523,0,8,70.2,---,20.6,11.9,1926
524,0,9,34.1,---,17.8,10.4,1926
525,3,10,78.0,---,11.2,5.0,1926
526,1,11,95.0,---,8.6,3.3,1926
527,4,12,30.7,---,6.7,2.4,1926
528,4,1,47.9,---,7.2,2.7,1927
529,8,2,38.2,---,7.4,1.8,1927
530,0,3,74.6,---,10.3,3.9,1927
531,0,4,56.7,---,11.7,4.5,1927
532,0,5,33.8,---,14.4,6.3,1927
533,0,6,105.4,---,15.8,8.3,1927
534,0,7,67.5,---,19.0,11.9,1927
535,0,8,127.5,---,19.4,12.1,1927
536,0,9,99.8,---,15.5,9.6,1927
537,0,10,64.5,---,13.4,7.2,1927
538,2,11,84.2,---,8.5,3.7,1927
539,11,12,66.7,---,3.0,0.0,1927
540,1,1,167.7,---,8.0,2.5,1928
541,1,2,104.9,---,8.9,2.8,1928
542,4,3,72.2,---,8.7,2.9,1928
543,2,4,31.9,---,11.8,4.0,1928
544,0,5,31.9,---,13.8,6.3,1928
545,0,6,77.2,---,16.6,8.6,1928
546,0,7,17.7,---,20.3,12.2,1928
547,0,8,64.3,---,19.5,11.4,1928
548,0,9,6.0,---,17.0,8.8,1928
549,0,10,122.0,---,12.9,7.1,1928
550,1,11,118.1,---,10.4,5.3,1928
551,9,12,57.2,---,6.0,1.4,1928
552,12,1,40.5,23.7,3.8,0.3,1929
553,17,2,17.1,16.9,2.6,-2.5,1929
554,6,3,3.3,---,12.1,2.4,1929
555,3,4,25.9,108.0,10.1,2.9,1929
556,0,5,52.1,188.3,15.9,6.7,1929
557,0,6,38.0,192.0,17.3,9.3,1929
558,0,7,25.3,193.8,20.9,11.9,1929
559,0,8,47.7,154.2,19.1,11.2,1929
560,0,9,37.3,178.9,20.1,10.9,1929
561,0,10,85.9,106.8,12.7,6.4,1929
562,4,11,153.2,57.5,9.4,3.9,1929
563,2,12,186.2,56.0,7.8,3.1,1929
564,6,1,120.5,54.2,8.1,2.4,1930
565,12,2,22.2,29.1,4.4,0.6,1930
566,9,3,76.2,88.2,8.1,2.1,1930
567,0,4,64.5,75.1,11.0,4.8,1930
568,0,5,38.3,119.9,14.1,6.6,1930
569,0,6,27.1,187.7,19.7,10.5,1930
570,0,7,149.4,162.1,18.6,11.4,1930
571,0,8,62.3,179.2,19.9,11.9,1930
572,0,9,127.9,111.5,16.7,10.5,1930
573,0,10,79.1,123.7,13.4,7.6,1930
574,4,11,83.4,67.9,9.3,3.5,1930
575,7,12,68.3,16.5,6.5,1.8,1930
576,7,1,61.0,48.0,6.1,1.2,1931
577,5,2,83.4,44.8,5.8,1.6,1931
578,17,3,5.4,114.1,7.3,-0.3,1931
579,1,4,83.8,101.2,10.8,4.7,1931
580,0,5,78.3,147.9,15.3,7.2,1931
581,0,6,111.8,133.9,17.8,10.5,1931
582,0,7,104.1,128.6,19.2,12.3,1931
583,0,8,145.2,145.7,17.8,10.5,1931
584,0,9,94.3,80.4,15.0,9.1,1931
585,5,10,20.0,122.8,12.8,5.5,1931
586,0,11,104.7,31.8,10.1,5.1,1931
587,9,12,35.9,39.1,8.1,3.2,1931
588,8,1,68.6,49.8,9.2,3.3,1932
589,8,2,10.1,26.8,6.3,1.6,1932
590,8,3,41.1,45.3,8.0,2.0,1932
591,1,4,82.2,117.6,9.8,3.2,1932
592,1,5,170.7,86.4,13.0,6.8,1932
593,0,6,17.2,158.7,18.0,9.4,1932
594,0,7,122.1,135.9,19.6,12.7,1932
595,0,8,61.0,151.2,21.0,13.5,1932
596,0,9,46.3,143.2,17.0,9.4,1932
597,0,10,101.1,85.7,11.8,5.9,1932
598,0,11,59.0,26.1,8.8,4.5,1932
599,3,12,30.0,33.5,7.8,3.8,1932
600,13,1,53.1,34.2,5.2,0.2,1933
601,8,2,113.2,73.3,6.7,1.7,1933
602,2,3,64.2,126.8,11.5,3.0,1933
603,1,4,33.8,112.1,13.0,5.5,1933
604,0,5,48.0,121.2,15.7,8.3,1933
605,0,6,26.7,211.0,20.4,10.8,1933
